layer,probe,real,f5tts,xtts,cosyvoice3,chatterbox,indextts,dP_real,dP_f5tts,dP_xtts,dP_cosyvoice3,dP_chatterbox,dP_indextts,margin,top_class,target_aligned,margin_ci_lo,margin_ci_hi,S_cosyvoice3,S_f5tts,S_indextts,delta_target,delta_ci_lo,delta_ci_hi,S_target,S_ci_lo,S_ci_hi,dP_f5tts_lo,dP_f5tts_hi,S_f5tts_lo,S_f5tts_hi,dP_cosyvoice3_lo,dP_cosyvoice3_hi,S_cosyvoice3_lo,S_cosyvoice3_hi
8,resynth_griffinlim,0.6300268096514745,0.064343163538874,0.045576407506702415,0.032171581769437,0.05361930294906166,0.1742627345844504,0.2627345844504021,0.03485254691689008,0.013404825737265418,-0.18230563002680966,-0.18498659517426272,0.056300268096514755,0.021447721179624672,indextts,False,2.7582103268031243e-17,0.09376845472440945,-0.23860589812332442,-0.021447721179624672,0.021447721179624672,0.03485254691689008,-0.0026116549666912368,0.08425063851271086,-0.021447721179624672,-0.09841081560283689,0.046324689924211966,,,,,,,,
8,resynth_glvocos,0.6380697050938338,0.04289544235924933,0.05093833780160858,0.021447721179624665,0.06166219839142091,0.18498659517426275,0.27077747989276135,0.013404825737265418,0.01876675603217158,-0.193029490616622,-0.1769436997319035,0.0670241286863271,0.048257372654155514,indextts,False,0.0026809651474531053,0.10055032727165028,-0.2600536193029491,-0.05361930294906168,0.048257372654155514,0.013404825737265418,-0.00828786672992455,0.04266666666666666,-0.05361930294906168,-0.1117095744680851,7.02563007770599e-18,,,,,,,,
8,resynth_encodec,0.6327077747989276,0.040214477211796246,0.17962466487935658,0.10187667560321716,0.032171581769437,0.013404825737265416,0.2654155495978552,0.010723860589812333,0.14745308310991959,-0.1126005361930295,-0.2064343163538874,-0.10455764075067024,0.13672922252010725,xtts,False,0.06098139622286949,0.21892087998288523,-0.26005361930294907,-0.13672922252010725,-0.2520107238605898,,,,,,,-0.008065059560038257,0.03208987407279627,-0.2202254641909814,-0.06148343875449953,-0.18182435770750988,-0.03484789991063449,-0.38114400114400115,-0.14665155403067703
8,resynth_dac,0.3941018766756032,0.029490616621983913,0.010723860589812333,0.2225201072386059,0.24664879356568364,0.09651474530831099,0.026809651474530793,0.0,-0.021447721179624665,0.008042895442359255,0.008042895442359255,-0.021447721179624665,0.0,cosyvoice3,False,3.4260788650541965e-18,0.04582210242587599,0.0,-0.008042895442359255,-0.02949061662198392,,,,,,,-0.013263481291269263,0.016439485172361885,-0.050003298153034295,0.005391199825162083,-0.02406578400309674,0.04313252836032403,-0.05363383392547066,0.04210804054992367
8,resynth_hift3,0.3780160857908847,0.040214477211796246,0.021447721179624665,0.24128686327077747,0.24932975871313673,0.06970509383378017,0.010723860589812284,0.010723860589812333,-0.010723860589812333,0.02680965147453082,0.01072386058981234,-0.048257372654155486,0.01608579088471848,cosyvoice3,True,3.469446951953614e-18,0.05883143580012648,0.01608579088471848,-0.01608579088471849,-0.07506702412868631,0.02680965147453082,-0.015748031496062992,0.07239204996480296,0.01608579088471848,-0.050802139037433164,0.0585224031715247,,,,,,,,
8,resynth_s3vc3,0.06702412868632708,0.045576407506702415,0.010723860589812333,0.517426273458445,0.3297587131367292,0.029490616621983913,-0.30026809651474534,0.016085790884718502,-0.021447721179624665,0.30294906166219837,0.09115281501340483,-0.08847184986595175,0.21179624664879354,cosyvoice3,True,0.047320574162679464,0.35991489571035024,0.21179624664879354,-0.28686327077747986,-0.3914209115281501,0.30294906166219837,0.18816350913125107,0.40326912823247135,0.21179624664879354,0.06066237192886274,0.36642759024478117,,,,,,,,
9,clean_real,0.5442359249329759,0.0777479892761394,0.024128686327077747,0.13136729222520108,0.12332439678284182,0.09919571045576407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,resynth_vocos,0.5227882037533512,0.16890080428954424,0.032171581769437,0.11796246648793565,0.058981233243967826,0.09919571045576407,-0.02144772117962468,0.09115281501340483,0.008042895442359251,-0.013404825737265424,-0.064343163538874,0.0,0.08310991957104558,f5tts,True,0.04569281524926686,0.12568534011845206,-0.10455764075067026,0.08310991957104558,-0.09115281501340483,0.09115281501340483,0.05361215370866846,0.12834891293668507,0.08310991957104558,0.04042584710549705,0.1250167112299465,,,,,,,,
9,resynth_bigvgan,0.5576407506702413,0.05630026809651475,0.021447721179624665,0.13941018766756033,0.1126005361930295,0.1126005361930295,0.013404825737265424,-0.02144772117962466,-0.0026809651474530814,0.008042895442359255,-0.010723860589812326,0.013404825737265424,0.00536193029490617,indextts,True,0.0,0.03545783737272334,-0.00536193029490617,-0.03485254691689008,0.00536193029490617,0.013404825737265424,-0.013369880001720404,0.039580453993382766,0.00536193029490617,-0.035045179292763275,0.038361447601796286,-0.04545759200584938,-0.0026595744680851102,-0.07466666666666666,-0.007978723404255324,-0.015833234184612587,0.03158522965238027,-0.045336363636363626,0.02667385444743935
9,resynth_griffinlim,0.7828418230563002,0.013404825737265416,0.058981233243967826,0.0,0.0,0.1447721179624665,0.23860589812332433,-0.064343163538874,0.034852546916890076,-0.13136729222520108,-0.12332439678284182,0.04557640750670243,0.010723860589812353,indextts,False,1.3877787807814457e-17,0.07240073183102673,-0.1769436997319035,-0.10991957104557643,0.010723860589812353,-0.064343163538874,-0.10667379679144384,-0.03004853614109912,-0.10991957104557643,-0.1823114813396315,-0.06397967032967032,,,,,,,,
