ssl,setting,method,true,pred,rate
w2vbert,6way,tiebreak_distance,chatterbox,indextts,0.024128686327077747
w2vbert,6way,tiebreak_distance,indextts,real,0.07238605898123325
w2vbert,6way,tiebreak_distance,indextts,f5tts,0.024128686327077747
w2vbert,6way,tiebreak_distance,indextts,xtts,0.021447721179624665
w2vbert,6way,tiebreak_distance,indextts,cosyvoice3,0.029490616621983913
w2vbert,6way,tiebreak_distance,indextts,chatterbox,0.05630026809651475
w2vbert,6way,tiebreak_distance,indextts,indextts,0.7962466487935657
w2vbert,6way,inverse_distance,real,real,0.6970509383378016
w2vbert,6way,inverse_distance,real,f5tts,0.04289544235924933
w2vbert,6way,inverse_distance,real,xtts,0.04289544235924933
w2vbert,6way,inverse_distance,real,cosyvoice3,0.064343163538874
w2vbert,6way,inverse_distance,real,chatterbox,0.06166219839142091
w2vbert,6way,inverse_distance,real,indextts,0.09115281501340483
w2vbert,6way,inverse_distance,f5tts,real,0.005361930294906166
w2vbert,6way,inverse_distance,f5tts,f5tts,0.9597855227882037
w2vbert,6way,inverse_distance,f5tts,xtts,0.00804289544235925
w2vbert,6way,inverse_distance,f5tts,cosyvoice3,0.005361930294906166
w2vbert,6way,inverse_distance,f5tts,chatterbox,0.021447721179624665
w2vbert,6way,inverse_distance,f5tts,indextts,0.0
w2vbert,6way,inverse_distance,xtts,real,0.0
w2vbert,6way,inverse_distance,xtts,f5tts,0.002680965147453083
w2vbert,6way,inverse_distance,xtts,xtts,0.9892761394101877
w2vbert,6way,inverse_distance,xtts,cosyvoice3,0.0
w2vbert,6way,inverse_distance,xtts,chatterbox,0.005361930294906166
w2vbert,6way,inverse_distance,xtts,indextts,0.002680965147453083
w2vbert,6way,inverse_distance,cosyvoice3,real,0.058981233243967826
w2vbert,6way,inverse_distance,cosyvoice3,f5tts,0.07238605898123325
w2vbert,6way,inverse_distance,cosyvoice3,xtts,0.0
w2vbert,6way,inverse_distance,cosyvoice3,cosyvoice3,0.546916890080429
w2vbert,6way,inverse_distance,cosyvoice3,chatterbox,0.30294906166219837
w2vbert,6way,inverse_distance,cosyvoice3,indextts,0.01876675603217158
w2vbert,6way,inverse_distance,chatterbox,real,0.021447721179624665
w2vbert,6way,inverse_distance,chatterbox,f5tts,0.04289544235924933
w2vbert,6way,inverse_distance,chatterbox,xtts,0.005361930294906166
w2vbert,6way,inverse_distance,chatterbox,cosyvoice3,0.1126005361930295
w2vbert,6way,inverse_distance,chatterbox,chatterbox,0.7935656836461126
w2vbert,6way,inverse_distance,chatterbox,indextts,0.024128686327077747
w2vbert,6way,inverse_distance,indextts,real,0.07238605898123325
w2vbert,6way,inverse_distance,indextts,f5tts,0.024128686327077747
w2vbert,6way,inverse_distance,indextts,xtts,0.021447721179624665
w2vbert,6way,inverse_distance,indextts,cosyvoice3,0.029490616621983913
w2vbert,6way,inverse_distance,indextts,chatterbox,0.05630026809651475
w2vbert,6way,inverse_distance,indextts,indextts,0.7962466487935657
w2vbert,ttsonly,uniform,f5tts,f5tts,0.938337801608579
w2vbert,ttsonly,uniform,f5tts,xtts,0.0160857908847185
w2vbert,ttsonly,uniform,f5tts,cosyvoice3,0.002680965147453083
w2vbert,ttsonly,uniform,f5tts,chatterbox,0.01876675603217158
w2vbert,ttsonly,uniform,f5tts,indextts,0.024128686327077747
w2vbert,ttsonly,uniform,xtts,f5tts,0.032171581769437
w2vbert,ttsonly,uniform,xtts,xtts,0.938337801608579
w2vbert,ttsonly,uniform,xtts,cosyvoice3,0.0
w2vbert,ttsonly,uniform,xtts,chatterbox,0.005361930294906166
w2vbert,ttsonly,uniform,xtts,indextts,0.024128686327077747
w2vbert,ttsonly,uniform,cosyvoice3,f5tts,0.0938337801608579
w2vbert,ttsonly,uniform,cosyvoice3,xtts,0.005361930294906166
w2vbert,ttsonly,uniform,cosyvoice3,cosyvoice3,0.579088471849866
w2vbert,ttsonly,uniform,cosyvoice3,chatterbox,0.3002680965147453
w2vbert,ttsonly,uniform,cosyvoice3,indextts,0.021447721179624665
w2vbert,ttsonly,uniform,chatterbox,f5tts,0.07238605898123325
w2vbert,ttsonly,uniform,chatterbox,xtts,0.005361930294906166
w2vbert,ttsonly,uniform,chatterbox,cosyvoice3,0.058981233243967826
w2vbert,ttsonly,uniform,chatterbox,chatterbox,0.8337801608579088
w2vbert,ttsonly,uniform,chatterbox,indextts,0.029490616621983913
w2vbert,ttsonly,uniform,indextts,f5tts,0.06970509383378017
w2vbert,ttsonly,uniform,indextts,xtts,0.032171581769437
w2vbert,ttsonly,uniform,indextts,cosyvoice3,0.02680965147453083
w2vbert,ttsonly,uniform,indextts,chatterbox,0.05630026809651475
w2vbert,ttsonly,uniform,indextts,indextts,0.8150134048257373
w2vbert,ttsonly,tiebreak_distance,f5tts,f5tts,0.9410187667560321
w2vbert,ttsonly,tiebreak_distance,f5tts,xtts,0.01876675603217158
w2vbert,ttsonly,tiebreak_distance,f5tts,cosyvoice3,0.0
w2vbert,ttsonly,tiebreak_distance,f5tts,chatterbox,0.013404825737265416
w2vbert,ttsonly,tiebreak_distance,f5tts,indextts,0.02680965147453083
w2vbert,ttsonly,tiebreak_distance,xtts,f5tts,0.01876675603217158
w2vbert,ttsonly,tiebreak_distance,xtts,xtts,0.9544235924932976
w2vbert,ttsonly,tiebreak_distance,xtts,cosyvoice3,0.0
w2vbert,ttsonly,tiebreak_distance,xtts,chatterbox,0.005361930294906166
w2vbert,ttsonly,tiebreak_distance,xtts,indextts,0.021447721179624665
w2vbert,ttsonly,tiebreak_distance,cosyvoice3,f5tts,0.11796246648793565
w2vbert,ttsonly,tiebreak_distance,cosyvoice3,xtts,0.005361930294906166
w2vbert,ttsonly,tiebreak_distance,cosyvoice3,cosyvoice3,0.5951742627345844
w2vbert,ttsonly,tiebreak_distance,cosyvoice3,chatterbox,0.24932975871313673
w2vbert,ttsonly,tiebreak_distance,cosyvoice3,indextts,0.032171581769437
w2vbert,ttsonly,tiebreak_distance,chatterbox,f5tts,0.08847184986595175
w2vbert,ttsonly,tiebreak_distance,chatterbox,xtts,0.005361930294906166
w2vbert,ttsonly,tiebreak_distance,chatterbox,cosyvoice3,0.06166219839142091
w2vbert,ttsonly,tiebreak_distance,chatterbox,chatterbox,0.8150134048257373
w2vbert,ttsonly,tiebreak_distance,chatterbox,indextts,0.029490616621983913
w2vbert,ttsonly,tiebreak_distance,indextts,f5tts,0.05630026809651475
w2vbert,ttsonly,tiebreak_distance,indextts,xtts,0.04825737265415549
w2vbert,ttsonly,tiebreak_distance,indextts,cosyvoice3,0.0160857908847185
w2vbert,ttsonly,tiebreak_distance,indextts,chatterbox,0.04825737265415549
w2vbert,ttsonly,tiebreak_distance,indextts,indextts,0.8310991957104558
w2vbert,ttsonly,inverse_distance,f5tts,f5tts,0.9410187667560321
w2vbert,ttsonly,inverse_distance,f5tts,xtts,0.01876675603217158
w2vbert,ttsonly,inverse_distance,f5tts,cosyvoice3,0.0
w2vbert,ttsonly,inverse_distance,f5tts,chatterbox,0.013404825737265416
w2vbert,ttsonly,inverse_distance,f5tts,indextts,0.02680965147453083
w2vbert,ttsonly,inverse_distance,xtts,f5tts,0.01876675603217158
w2vbert,ttsonly,inverse_distance,xtts,xtts,0.9544235924932976
w2vbert,ttsonly,inverse_distance,xtts,cosyvoice3,0.0
w2vbert,ttsonly,inverse_distance,xtts,chatterbox,0.005361930294906166
w2vbert,ttsonly,inverse_distance,xtts,indextts,0.021447721179624665
w2vbert,ttsonly,inverse_distance,cosyvoice3,f5tts,0.11796246648793565
w2vbert,ttsonly,inverse_distance,cosyvoice3,xtts,0.005361930294906166
w2vbert,ttsonly,inverse_distance,cosyvoice3,cosyvoice3,0.5951742627345844
w2vbert,ttsonly,inverse_distance,cosyvoice3,chatterbox,0.24932975871313673
w2vbert,ttsonly,inverse_distance,cosyvoice3,indextts,0.032171581769437
w2vbert,ttsonly,inverse_distance,chatterbox,f5tts,0.08847184986595175
w2vbert,ttsonly,inverse_distance,chatterbox,xtts,0.005361930294906166
w2vbert,ttsonly,inverse_distance,chatterbox,cosyvoice3,0.06166219839142091
w2vbert,ttsonly,inverse_distance,chatterbox,chatterbox,0.8150134048257373
w2vbert,ttsonly,inverse_distance,chatterbox,indextts,0.029490616621983913
w2vbert,ttsonly,inverse_distance,indextts,f5tts,0.05630026809651475
w2vbert,ttsonly,inverse_distance,indextts,xtts,0.04825737265415549
w2vbert,ttsonly,inverse_distance,indextts,cosyvoice3,0.0160857908847185
w2vbert,ttsonly,inverse_distance,indextts,chatterbox,0.04825737265415549
w2vbert,ttsonly,inverse_distance,indextts,indextts,0.8310991957104558
